emp_dept_pos_id,emp_id,dept_pos_id
586,586,129
587,587,6
588,588,243
589,589,92
590,590,25
591,591,98
592,592,139
593,593,31
594,594,88
595,595,184
596,596,42
597,597,246
598,598,205
599,599,263
600,600,196
601,601,235
602,602,143
603,603,277
604,604,191
605,605,284
606,606,74
607,607,288
608,608,106
609,609,125
610,610,183
611,611,247
612,612,220
613,613,287
614,614,261
615,615,229
616,616,270
617,617,199
618,618,281
619,619,116
620,620,80
621,621,172
622,622,6
623,623,54
624,624,195
625,625,12
626,626,210
627,627,227
628,628,42
629,629,184
630,630,272
631,631,285
632,632,29
633,633,220
634,634,90
635,635,158
636,636,143
637,637,97
638,638,237
639,639,273
640,640,258
641,641,192
642,642,76
643,643,112
644,644,92
645,645,64
646,646,242
647,647,16
648,648,132
649,649,291
650,650,30
651,651,249
652,652,279
653,653,114
654,654,155
655,655,71
656,656,6
657,657,246
658,658,90
659,659,8
660,660,220
661,661,156
662,662,175
663,663,44
664,664,56
665,665,289
666,666,35
667,667,228
668,668,185
669,669,81
670,670,154
671,671,29
672,672,234
673,673,282
674,674,39
675,675,127
676,676,27
677,677,214
678,678,210
679,679,61
680,680,92
681,681,108
682,682,234
683,683,225
684,684,133
685,685,204
686,686,59
687,687,134
688,688,259
689,689,225
690,690,103
691,691,90
692,692,229
693,693,261
694,694,112
695,695,290
696,696,91
697,697,211
698,698,86
699,699,131
700,700,194
701,701,36
702,702,276
703,703,74
704,704,182
705,705,164
706,706,55
707,707,67
708,708,215
709,709,95
710,710,263
711,711,289
712,712,205
713,713,175
714,714,145
715,715,21
716,716,15
717,717,103
718,718,177
719,719,200
720,720,215
721,721,274
722,722,271
723,723,178
724,724,142
725,725,201
726,726,177
727,727,171
728,728,240
729,729,163
730,730,145
731,731,181
732,732,214
733,733,255
734,734,111
735,735,49
736,736,165
737,737,128
738,738,54
739,739,189
740,740,205
741,741,135
742,742,12
743,743,111
744,744,187
745,745,114
746,746,56
747,747,266
748,748,15
749,749,293
750,750,33
751,751,274
752,752,47
753,753,118
754,754,288
755,755,129
756,756,48
757,757,243
758,758,5
759,759,83
760,760,92
761,761,86
762,762,102
763,763,90
764,764,24
765,765,179
766,766,139
767,767,282
768,768,152
769,769,82
770,770,281
771,771,296
772,772,16
773,773,121
774,774,165
775,775,73
776,776,212
777,777,1
778,778,228
779,779,28
780,780,47
781,781,236
782,782,242
783,783,283
784,784,56
785,785,281
786,786,211
787,787,195
788,788,146
789,789,137
790,790,158
791,791,268
792,792,45
793,793,27
794,794,201
795,795,283
796,796,56
797,797,65
798,798,198
799,799,60
800,800,92
801,801,213
802,802,299
803,803,148
804,804,166
805,805,112
806,806,106
807,807,293
808,808,100
809,809,45
810,810,247
811,811,85
812,812,153
813,813,57
814,814,148
815,815,20
816,816,279
817,817,291
818,818,204
819,819,21
820,820,216
821,821,44
822,822,139
823,823,123
824,824,250
825,825,82
826,826,238
827,827,32
828,828,150
829,829,123
830,830,172
831,831,70
832,832,166
833,833,58
834,834,91
835,835,283
836,836,265
837,837,207
838,838,206
839,839,263
840,840,71
841,841,22
842,842,218
843,843,101
844,844,59
845,845,137
846,846,8
847,847,9
848,848,293
849,849,47
850,850,131
851,851,134
852,852,237
853,853,129
854,854,198
855,855,120
856,856,220
857,857,209
858,858,21
859,859,82
860,860,236
861,861,147
862,862,170
863,863,246
864,864,258
865,865,212
866,866,209
867,867,73
868,868,194
869,869,224
870,870,284
871,871,192
872,872,216
873,873,270
874,874,77
875,875,222
876,876,257
877,877,266
878,878,136
879,879,296
880,880,231
881,881,84
882,882,93
883,883,44
884,884,114
885,885,21
886,886,2
887,887,109
888,888,234
889,889,104
890,890,17
891,891,189
892,892,104
893,893,104
894,894,264
895,895,103
896,896,109
897,897,172
898,898,176
899,899,207
900,900,139
901,901,227
902,902,273
903,903,263
904,904,9
905,905,70
906,906,76
907,907,101
908,908,239
909,909,89
910,910,261
911,911,86
912,912,214
913,913,131
914,914,16
915,915,105
916,916,65
917,917,222
918,918,252
919,919,207
920,920,166
921,921,125
922,922,79
923,923,271
924,924,4
925,925,200
926,926,138
927,927,118
928,928,55
929,929,148
930,930,231
931,931,291
932,932,266
933,933,143
934,934,218
935,935,271
936,936,220
937,937,262
938,938,20
939,939,256
940,940,37
941,941,27
942,942,229
943,943,246
944,944,6
945,945,169
946,946,232
947,947,34
948,948,254
949,949,281
950,950,79
951,951,77
952,952,291
953,953,26
954,954,60
955,955,262
956,956,143
957,957,179
958,958,101
959,959,64
960,960,148
961,961,33
962,962,217
963,963,146
964,964,148
965,965,258
966,966,105
967,967,183
968,968,214
969,969,280
970,970,93
971,971,263
972,972,40
973,973,42
974,974,51
975,975,81
976,976,42
977,977,231
978,978,147
979,979,73
980,980,139
981,981,74
982,982,176
983,983,25
984,984,43
985,985,96
986,986,199
987,987,57
988,988,217
989,989,5
990,990,31
991,991,286
992,992,60
993,993,108
994,994,83
995,995,152
996,996,75
997,997,241
998,998,117
999,999,296
1000,1000,92
1001,1001,183
1002,1002,250
1003,1003,72
1004,1004,202
1005,1005,109
1006,1006,81
1007,1007,241
1008,1008,98
1009,1009,1
1010,1010,289
1011,1011,9
1012,1012,200
1013,1013,217
1014,1014,122
1015,1015,188
1016,1016,159
1017,1017,245
1018,1018,25
1019,1019,192
1020,1020,77
1021,1021,25
1022,1022,14
1023,1023,16
1024,1024,255
1025,1025,180
1026,1026,65
1027,1027,107
1028,1028,215
1029,1029,85
1030,1030,197
1031,1031,255
1032,1032,15
1033,1033,283
1034,1034,297
1035,1035,266
1036,1036,196
1037,1037,189
1038,1038,239
1039,1039,10
1040,1040,120
1041,1041,264
1042,1042,250
1043,1043,187
1044,1044,1
1045,1045,247
1046,1046,122
1047,1047,213
1048,1048,171
1049,1049,139
1050,1050,280
1051,1051,178
1052,1052,40
1053,1053,270
1054,1054,31
1055,1055,52
1056,1056,129
1057,1057,49
1058,1058,80
1059,1059,136
1060,1060,212
1061,1061,265
1062,1062,212
1063,1063,160
1064,1064,33
1065,1065,243
1066,1066,129
1067,1067,112
1068,1068,71
1069,1069,120
1070,1070,160
1071,1071,246
1072,1072,143
1073,1073,238
1074,1074,131
1075,1075,261
1076,1076,282
1077,1077,295
1078,1078,234
1079,1079,110
1080,1080,42
1081,1081,102
1082,1082,221
1083,1083,98
1084,1084,19
1085,1085,49
1086,1086,192
1087,1087,171
1088,1088,114
1089,1089,288
1090,1090,134
1091,1091,75
1092,1092,154
1093,1093,18
1094,1094,89
1095,1095,271
1096,1096,137
1097,1097,204
1098,1098,28
1099,1099,111
1100,1100,205
1101,1101,60
1102,1102,80
1103,1103,145
1104,1104,79
1105,1105,82
1106,1106,253
1107,1107,48
1108,1108,65
1109,1109,286
1110,1110,5
1111,1111,253
1112,1112,56
1113,1113,158
1114,1114,202
1115,1115,129
1116,1116,134
1117,1117,52
1118,1118,208
1119,1119,106
1120,1120,199
1121,1121,210
1122,1122,96
1123,1123,128
1124,1124,117
1125,1125,58
1126,1126,137
1127,1127,83
1128,1128,26
1129,1129,40
1130,1130,26
1131,1131,115
1132,1132,282
1133,1133,102
1134,1134,74
1135,1135,117
1136,1136,172
1137,1137,23
1138,1138,109
1139,1139,291
1140,1140,262
1141,1141,40
1142,1142,170
1143,1143,45
1144,1144,251
1145,1145,26
1146,1146,95
1147,1147,19
1148,1148,290
1149,1149,55
1150,1150,91
1151,1151,237
1152,1152,184
1153,1153,167
1154,1154,87
1155,1155,174
1156,1156,99
1157,1157,204
1158,1158,29
1159,1159,59
1160,1160,210
1161,1161,185
1162,1162,165
1163,1163,204
1164,1164,75
1165,1165,158
1166,1166,101
1167,1167,158
1168,1168,261
1169,1169,26
1170,1170,1
1171,1171,43
1172,1172,65
1173,1173,249
1174,1174,234
1175,1175,67
1176,1176,204
1177,1177,48
1178,1178,210
1179,1179,291
1180,1180,169
1181,1181,146
1182,1182,54
1183,1183,188
1184,1184,24
1185,1185,254
1186,1186,162
1187,1187,300
1188,1188,273
1189,1189,150
1190,1190,62
1191,1191,177
1192,1192,268
1193,1193,74
1194,1194,123
1195,1195,297
1196,1196,190
1197,1197,242
1198,1198,79
1199,1199,28
1200,1200,266
1201,1201,276
1202,1202,278
1203,1203,164
1204,1204,222
1205,1205,220
1206,1206,294
1207,1207,48
1208,1208,162
1209,1209,279
1210,1210,233
1211,1211,103
1212,1212,185
1213,1213,248
1214,1214,35
1215,1215,35
1216,1216,269
1217,1217,145
1218,1218,244
1219,1219,16
1220,1220,65
1221,1221,1
1222,1222,83
1223,1223,96
1224,1224,82
1225,1225,141
1226,1226,273
1227,1227,292
1228,1228,169
1229,1229,209
1230,1230,137
1231,1231,286
1232,1232,164
1233,1233,246
1234,1234,282
1235,1235,103
1236,1236,139
1237,1237,21
1238,1238,88
1239,1239,93
1240,1240,155
1241,1241,166
1242,1242,140
1243,1243,257
1244,1244,72
1245,1245,193
1246,1246,179
1247,1247,18
1248,1248,67
1249,1249,66
1250,1250,116
1251,1251,59
1252,1252,274
1253,1253,258
1254,1254,36
1255,1255,247
1256,1256,157
1257,1257,242
1258,1258,56
1259,1259,73
1260,1260,191
1261,1261,42
1262,1262,175
1263,1263,181
1264,1264,248
1265,1265,247
1266,1266,8
1267,1267,136
1268,1268,114
1269,1269,154
1270,1270,35
1271,1271,154
1272,1272,273
1273,1273,261
1274,1274,113
1275,1275,190
1276,1276,209
1277,1277,126
1278,1278,60
1279,1279,20
1280,1280,98
1281,1281,221
1282,1282,66
1283,1283,154
1284,1284,190
1285,1285,130
1286,1286,257
1287,1287,257
1288,1288,7
1289,1289,59
1290,1290,287
1291,1291,218
1292,1292,156
1293,1293,280
1294,1294,238
1295,1295,107
1296,1296,131
1297,1297,78
1298,1298,207
1299,1299,252
1300,1300,287
1301,1301,202
1302,1302,185
1303,1303,262
1304,1304,284
1305,1305,252
1306,1306,292
1307,1307,171
1308,1308,75
1309,1309,135
1310,1310,10
1311,1311,65
1312,1312,40
1313,1313,117
1314,1314,108
1315,1315,132
1316,1316,187
1317,1317,266
1318,1318,126
1319,1319,8
1320,1320,156
1321,1321,62
1322,1322,275
1323,1323,42
1324,1324,80
1325,1325,37
1326,1326,132
1327,1327,121
1328,1328,200
1329,1329,270
1330,1330,296
1331,1331,274
1332,1332,146
1333,1333,284
1334,1334,47
1335,1335,262
1336,1336,51
1337,1337,186
1338,1338,263
1339,1339,62
1340,1340,98
1341,1341,242
1342,1342,215
1343,1343,79
1344,1344,11
1345,1345,25
1346,1346,156
1347,1347,118
1348,1348,48
1349,1349,220
1350,1350,59
1351,1351,81
1352,1352,154
1353,1353,227
1354,1354,264
1355,1355,286
1356,1356,169
1357,1357,284
1358,1358,252
1359,1359,247
1360,1360,274
1361,1361,273
1362,1362,125
1363,1363,187
1364,1364,34
1365,1365,93
1366,1366,20
1367,1367,60
1368,1368,14
1369,1369,74
1370,1370,121
1371,1371,241
1372,1372,262
1373,1373,274
1374,1374,235
1375,1375,56
1376,1376,190
1377,1377,245
1378,1378,227
1379,1379,9
1380,1380,41
1381,1381,131
1382,1382,217
1383,1383,108
1384,1384,178
1385,1385,111
1386,1386,117
1387,1387,87
1388,1388,115
1389,1389,254
1390,1390,122
1391,1391,239
1392,1392,300
1393,1393,57
1394,1394,295
1395,1395,53
1396,1396,51
1397,1397,246
1398,1398,5
1399,1399,19
1400,1400,137
1401,1401,161
1402,1402,241
1403,1403,2
1404,1404,251
1405,1405,170
1406,1406,145
1407,1407,170
1408,1408,244
1409,1409,147
1410,1410,195
1411,1411,140
1412,1412,93
1413,1413,140
1414,1414,122
1415,1415,29
1416,1416,190
1417,1417,223
1418,1418,183
1419,1419,156
1420,1420,137
1421,1421,207
1422,1422,80
1423,1423,57
1424,1424,28
1425,1425,183
1426,1426,197
1427,1427,35
1428,1428,230
1429,1429,123
1430,1430,234
1431,1431,13
1432,1432,134
1433,1433,2
1434,1434,16
1435,1435,205
1436,1436,154
1437,1437,6
1438,1438,186
1439,1439,110
1440,1440,254
1441,1441,202
1442,1442,85
1443,1443,39
1444,1444,290
1445,1445,226
1446,1446,69
1447,1447,115
1448,1448,281
1449,1449,148
1450,1450,124
1451,1451,127
1452,1452,294
1453,1453,125
1454,1454,4
1455,1455,78
1456,1456,181
1457,1457,204
1458,1458,90
1459,1459,26
1460,1460,189
1461,1461,77
1462,1462,142
1463,1463,129
1464,1464,295
1465,1465,187
1466,1466,155
1467,1467,1
1468,1468,196
1469,1469,67
1470,1470,273
1471,1471,183
1472,1472,185
1473,1473,241
1474,1474,87
1475,1475,164
1476,1476,208
1477,1477,116
1478,1478,55
1479,1479,273
1480,1480,4
1481,1481,158
1482,1482,278
1483,1483,231
1484,1484,249
1485,1485,201
1486,1486,126
1487,1487,154
1488,1488,284
1489,1489,199
1490,1490,232
1491,1491,46
1492,1492,237
1493,1493,299
1494,1494,62
1495,1495,20
1496,1496,179
1497,1497,233
1498,1498,194
1499,1499,40
1500,1500,66
1501,1501,236
1502,1502,56
1503,1503,280
1504,1504,191
1505,1505,34
1506,1506,113
1507,1507,11
1508,1508,35
1509,1509,20
1510,1510,173
1511,1511,71
1512,1512,50
1513,1513,227
1514,1514,30
1515,1515,128
1516,1516,40
1517,1517,66
1518,1518,215
1519,1519,137
1520,1520,32
1521,1521,241
1522,1522,230
1523,1523,82
1524,1524,64
1525,1525,237
1526,1526,25
1527,1527,153
1528,1528,33
1529,1529,49
1530,1530,3
1531,1531,75
1532,1532,123
1533,1533,79
1534,1534,52
1535,1535,234
1536,1536,66
1537,1537,47
1538,1538,74
1539,1539,144
1540,1540,179
1541,1541,282
1542,1542,67
1543,1543,19
1544,1544,104
1545,1545,217
1546,1546,179
1547,1547,23
1548,1548,210
1549,1549,232
1550,1550,297
1551,1551,10
1552,1552,158
1553,1553,263
1554,1554,246
1555,1555,299
1556,1556,211
1557,1557,208
1558,1558,217
1559,1559,106
1560,1560,251
1561,1561,153
1562,1562,139
1563,1563,103
1564,1564,111
1565,1565,190
1566,1566,290
1567,1567,236
1568,1568,61
1569,1569,296
1570,1570,141
1571,1571,247
1572,1572,265
1573,1573,299
1574,1574,267
1575,1575,228
1576,1576,78
1577,1577,155
1578,1578,186
1579,1579,129
1580,1580,202
1581,1581,224
1582,1582,119
1583,1583,225
1584,1584,182
1585,1585,109
1586,1586,126
1587,1587,93
1588,1588,210
1589,1589,24
1590,1590,41
1591,1591,45
1592,1592,68
1593,1593,56
1594,1594,247
1595,1595,130
1596,1596,73
1597,1597,195
1598,1598,236
1599,1599,76
1600,1600,198
1601,1601,159
1602,1602,279
1603,1603,292
1604,1604,151
1605,1605,99
1606,1606,166
1607,1607,107
1608,1608,33
1609,1609,233
1610,1610,5
1611,1611,271
1612,1612,188
1613,1613,91
1614,1614,45
1615,1615,41
1616,1616,138
1617,1617,17
1618,1618,195
1619,1619,45
1620,1620,293
1621,1621,278
1622,1622,289
1623,1623,282
1624,1624,194
1625,1625,55
1626,1626,288
1627,1627,171
1628,1628,208
1629,1629,148
1630,1630,161
1631,1631,37
1632,1632,112
1633,1633,261
1634,1634,155
1635,1635,61
1636,1636,222
1637,1637,117
1638,1638,203
1639,1639,286
1640,1640,220
1641,1641,286
1642,1642,192
1643,1643,170
1644,1644,187
1645,1645,270
1646,1646,65
1647,1647,199
1648,1648,203
1649,1649,283
1650,1650,252
1651,1651,160
1652,1652,245
1653,1653,248
1654,1654,137
1655,1655,155
1656,1656,21
1657,1657,2
1658,1658,210
1659,1659,32
1660,1660,83
1661,1661,199
1662,1662,13
1663,1663,209
1664,1664,157
1665,1665,230
1666,1666,239
1667,1667,46
1668,1668,212
1669,1669,67
1670,1670,87
1671,1671,194
1672,1672,116
1673,1673,232
1674,1674,75
1675,1675,249
1676,1676,61
1677,1677,184
1678,1678,132
1679,1679,300
1680,1680,215
1681,1681,191
1682,1682,7
1683,1683,155
1684,1684,243
1685,1685,172
1686,1686,83
1687,1687,55
1688,1688,200
1689,1689,280
1690,1690,155
1691,1691,77
1692,1692,88
1693,1693,103
1694,1694,276
1695,1695,257
1696,1696,63
1697,1697,93
1698,1698,147
1699,1699,6
1700,1700,183
1701,1701,294
1702,1702,281
1703,1703,5
1704,1704,108
1705,1705,190
1706,1706,48
1707,1707,278
1708,1708,112
1709,1709,105
1710,1710,85
1711,1711,33
1712,1712,223
1713,1713,216
1714,1714,48
1715,1715,155
1716,1716,117
1717,1717,160
1718,1718,86
1719,1719,71
1720,1720,43
1721,1721,172
1722,1722,208
1723,1723,275
1724,1724,276
1725,1725,47
1726,1726,102
1727,1727,253
1728,1728,165
1729,1729,295
1730,1730,99
1731,1731,255
1732,1732,113
1733,1733,214
1734,1734,172
1735,1735,253
1736,1736,115
1737,1737,120
1738,1738,273
1739,1739,263
1740,1740,85
1741,1741,267
1742,1742,205
1743,1743,236
1744,1744,3
1745,1745,215
1746,1746,292
1747,1747,132
1748,1748,248
1749,1749,119
1750,1750,243
1751,1751,299
1752,1752,236
1753,1753,240
1754,1754,169
1755,1755,260
1756,1756,7
1757,1757,132
1758,1758,118
1759,1759,202
1760,1760,151
1761,1761,6
1762,1762,111
1763,1763,42
1764,1764,252
1765,1765,183
1766,1766,296
1767,1767,259
1768,1768,260
1769,1769,189
1770,1770,284
1771,1771,141
1772,1772,220
1773,1773,240
1774,1774,259
1775,1775,32
1776,1776,99
1777,1777,139
1778,1778,37
1779,1779,95
1780,1780,91
1781,1781,268
1782,1782,211
1783,1783,7
1784,1784,18
1785,1785,88
1786,1786,69
1787,1787,181
1788,1788,168
1789,1789,91
1790,1790,213
1791,1791,186
1792,1792,79
1793,1793,296
1794,1794,132
1795,1795,34
1796,1796,256
1797,1797,202
1798,1798,42
1799,1799,7
1800,1800,210
1801,1801,51
1802,1802,26
1803,1803,179
1804,1804,271
1805,1805,38
1806,1806,37
1807,1807,98
1808,1808,159
1809,1809,269
1810,1810,206
1811,1811,8
1812,1812,169
1813,1813,288
1814,1814,159
1815,1815,191
1816,1816,172
1817,1817,262
1818,1818,79
1819,1819,141
1820,1820,40
1821,1821,174
1822,1822,76
1823,1823,233
1824,1824,157
1825,1825,71
1826,1826,238
1827,1827,232
1828,1828,155
1829,1829,44
1830,1830,214
1831,1831,293
1832,1832,63
1833,1833,131
1834,1834,5
1835,1835,57
1836,1836,144
1837,1837,149
1838,1838,94
1839,1839,186
1840,1840,259
1841,1841,50
1842,1842,109
1843,1843,253
1844,1844,78
1845,1845,148
1846,1846,268
1847,1847,224
1848,1848,32
1849,1849,163
1850,1850,78
1851,1851,152
1852,1852,113
1853,1853,157
1854,1854,79
1855,1855,38
1856,1856,118
1857,1857,199
1858,1858,95
1859,1859,101
1860,1860,51
1861,1861,223
1862,1862,209
1863,1863,239
1864,1864,237
1865,1865,78
1866,1866,41
1867,1867,194
1868,1868,22
1869,1869,251
1870,1870,139
1871,1871,196
1872,1872,298
1873,1873,140
1874,1874,18
1875,1875,84
1876,1876,260
1877,1877,210
1878,1878,61
1879,1879,72
1880,1880,289
1881,1881,177
1882,1882,218
1883,1883,87
1884,1884,246
1885,1885,163
1886,1886,72
1887,1887,287
1888,1888,47
1889,1889,48
1890,1890,11
1891,1891,297
1892,1892,151
1893,1893,32
1894,1894,272
1895,1895,226
1896,1896,163
1897,1897,46
1898,1898,180
1899,1899,145
1900,1900,132
1901,1901,202
1902,1902,119
1903,1903,180
1904,1904,165
1905,1905,273
1906,1906,291
1907,1907,62
1908,1908,20
1909,1909,192
1910,1910,131
1911,1911,288
1912,1912,194
1913,1913,266
1914,1914,202
1915,1915,194
1916,1916,2
1917,1917,206
1918,1918,284
1919,1919,45
1920,1920,24
1921,1921,159
1922,1922,212
1923,1923,20
1924,1924,291
1925,1925,232
1926,1926,103
1927,1927,300
1928,1928,151
1929,1929,194
1930,1930,93
1931,1931,258
1932,1932,42
1933,1933,6
1934,1934,249
1935,1935,50
1936,1936,291
1937,1937,82
1938,1938,225
1939,1939,126
1940,1940,17
1941,1941,241
1942,1942,76
1943,1943,117
1944,1944,109
1945,1945,299
1946,1946,135
1947,1947,108
1948,1948,4
1949,1949,18
1950,1950,101
1951,1951,203
1952,1952,173
1953,1953,105
1954,1954,26
1955,1955,268
1956,1956,89
1957,1957,121
1958,1958,185
1959,1959,296
1960,1960,209
1961,1961,268
1962,1962,297
1963,1963,233
1964,1964,131
1965,1965,109
1966,1966,8
1967,1967,282
1968,1968,57
1969,1969,285
1970,1970,204
1971,1971,159
1972,1972,188
1973,1973,83
1974,1974,290
1975,1975,169
1976,1976,6
1977,1977,101
1978,1978,155
1979,1979,204
1980,1980,196
1981,1981,244
1982,1982,43
1983,1983,225
1984,1984,65
1985,1985,178
1986,1986,296
1987,1987,182
1988,1988,274
1989,1989,259
1990,1990,118
1991,1991,289
1992,1992,14
1993,1993,37
